host_id,host_name,host_since_year,host_since_anniversary,id,neighbourhood_cleansed,city,state,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
17332316,Erwin,2014,6/27,3928186,Zuid,Amsterdam,North Holland,1071 TX,Netherlands,52.35311874,4.884653459,Apartment,Entire home/apt,4,1.5,2.0,4.0,Real Bed,185,2,45,3,within a day,0.7,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0
17340417,Bruno,2014,6/27,3497636,Centrum-West,Amsterdam,North Holland,1053 XE,Netherlands,52.3689214,4.878365129,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,125,1,0,2,within a few hours,1.0,3,93.0,8.0,7.0,9.0,9.0,10.0,9.0
17353510,Roos,2014,6/28,3443219,Centrum-Oost,Amsterdam,North Holland,1017 KT,Netherlands,52.36167019,4.891294989,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,99,1,0,2,within a few hours,1.0,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0
17355701,Govert,2014,6/28,3571870,Centrum-West,Amsterdam,Noord-Holland,1016 JB,Netherlands,52.36683419,4.882788909,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,375,2,19,2,within a day,0.75,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0
17388351,Claudia Marcela,2014,6/29,3841579,Zuid,Amsterdam,North Holland,1075 SB,Netherlands,52.35025003,4.85450018,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,99,1,0,5,within an hour,1.0,14,99.0,10.0,10.0,10.0,10.0,9.0,9.0
17389800,Marlies,2014,6/29,3473297,IJburg - Zeeburgereiland,Amsterdam,North Holland,1087 JK,Netherlands,52.35361971,4.999937575,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,120,4,20,2,within a few hours,0.95,6,87.0,9.0,9.0,9.0,10.0,9.0,9.0
17390182,Rick,2014,6/29,3450484,De Baarsjes - Oud-West,Amsterdam,North Holland,1057,Netherlands,52.36586243,4.856416716,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,75,1,0,2,within a few hours,0.8,4,95.0,10.0,10.0,10.0,10.0,10.0,9.0
17391807,Jelly,2014,6/29,4382903,Slotervaart,Amsterdam,North Holland,1058 ER,Netherlands,52.36330615,4.844107786,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,80,1,0,2,within a day,0.94,4,95.0,10.0,9.0,10.0,10.0,9.0,10.0
17397619,Tamara,2014,6/29,3452064,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078 LM,Netherlands,52.34027141,4.892906643,Apartment,Entire home/apt,4,1.5,3.0,2.0,Real Bed,150,4,0,3,within a day,0.9,16,100.0,10.0,10.0,10.0,10.0,10.0,9.0
17400162,Michel & Janske,2014,6/29,3452556,Centrum-West,Amsterdam,North Holland,1012 BZ,Netherlands,52.36959707,4.896933801,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,99,2,20,5,within a day,1.0,5,100.0,10.0,10.0,10.0,10.0,9.0,9.0
17403109,Lennart,2014,6/29,3453582,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 BS,Netherlands,52.36007238,4.861283554,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,150,2,0,3,within a few hours,0.9,9,98.0,10.0,10.0,10.0,10.0,10.0,10.0
17414299,Andy,2014,6/29,3459223,Centrum-Oost,Amsterdam,North Holland,1017 JE,Netherlands,52.36132034,4.900041189,Bed & Breakfast,Entire home/apt,4,1.0,2.0,3.0,Real Bed,97,2,20,3,within a few hours,1.0,35,94.0,9.0,10.0,10.0,10.0,10.0,9.0
17414846,Henrike,2014,6/29,3519739,Westerpark,Amsterdam,North Holland,1013 WD,Netherlands,52.39071377,4.876309564,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,75,1,0,3,within a day,0.9,5,88.0,9.0,9.0,10.0,10.0,9.0,9.0
17419889,Zhenia,2014,6/29,3456645,Zuid,Amsterdam,North Holland,1072,Netherlands,52.35100485,4.879928492,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,120,3,20,1,within an hour,0.97,6,87.0,9.0,9.0,9.0,10.0,9.0,9.0
17439682,Jaap,2014,6/30,3466962,De Baarsjes - Oud-West,Amsterdam,North Holland,1015 TK,Netherlands,52.37015215,4.875239484,House,Entire home/apt,6,1.0,3.0,6.0,Real Bed,300,1,0,2,within an hour,1.0,26,93.0,9.0,9.0,10.0,10.0,10.0,9.0
17440078,Lisa,2014,6/30,3460692,Zuid,Amsterdam,North Holland,1072 AZ,Netherlands,52.3504254,4.88505378,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,150,1,0,4,within a few hours,1.0,4,95.0,10.0,9.0,10.0,10.0,10.0,10.0
17440926,Rogier,2014,6/30,3795461,Westerpark,Amsterdam,North Holland,1051 KX,Netherlands,52.3859765,4.872985995,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,109,1,0,1,within a day,0.57,3,93.0,10.0,10.0,10.0,10.0,10.0,9.0
17458005,Johana,2014,6/30,4234597,De Baarsjes - Oud-West,Amsterdam,NH,1057 VV,Netherlands,52.37052357,4.856674898,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,175,1,0,2,within a day,0.93,6,83.0,8.0,8.0,8.0,8.0,8.0,9.0
17461928,Maura & Camille,2014,6/30,3465890,Oud-Noord,Amsterdam,Noord-Holland,1032 GG,Netherlands,52.39158729,4.912179168,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,95,2,20,2,within an hour,1.0,14,90.0,10.0,10.0,9.0,9.0,8.0,9.0
17462655,Angelina,2014,6/30,3602951,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 DV,Netherlands,52.36753503,4.874386222,Apartment,Private room,4,1.5,1.0,2.0,Real Bed,70,1,0,3,a few days or more,0.3,2,90.0,10.0,8.0,10.0,10.0,10.0,8.0
17468845,Ellen,2014,6/30,4175545,De Baarsjes - Oud-West,Amsterdam,North Holland,1053 MS,Netherlands,52.36520293,4.868293989,Boat,Entire home/apt,4,1.0,1.0,1.0,Real Bed,120,2,20,2,within an hour,1.0,28,96.0,10.0,9.0,10.0,10.0,9.0,9.0
17496107,Michelle,2014,7/1,3473269,Centrum-West,Amsterdam,Noord-Holland,1012 PV,Netherlands,52.37168756,4.891874675,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,100,1,0,2,within a few hours,1.0,27,87.0,9.0,9.0,10.0,10.0,9.0,9.0
17507481,Christine,2014,7/1,755982,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.37657902,4.886239478,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,79,2,0,3,within a day,0.75,6,87.0,10.0,9.0,10.0,10.0,10.0,9.0
17536903,Hans,2014,7/2,3725848,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1078 PD,Netherlands,52.34536727,4.903801576,Apartment,Entire home/apt,2,1.5,2.0,2.0,Real Bed,185,1,0,2,within a few hours,1.0,2,100.0,10.0,9.0,10.0,10.0,9.0,8.0
17539860,Ines,2014,7/2,3669756,Zuid,Amsterdam,North Holland,1059 VT,Netherlands,52.3482583,4.849796853,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,89,2,50,1,a few days or more,0.45,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0
17539973,Eva,2014,7/2,3482529,Oud-Noord,Amsterdam,North Holland,1021 NM,Netherlands,52.38593416,4.917874648,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,89,1,0,4,within a few hours,0.96,6,93.0,10.0,10.0,9.0,9.0,9.0,9.0
17544332,Inge,2014,7/2,3483681,Centrum-West,Amsterdam,North Holland,1012 KR,Netherlands,52.37220933,4.893541129,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,229,1,0,2,within a few hours,1.0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0
17548451,Silvia,2014,7/2,3670016,Oud-Noord,Amsterdam,North Holland,1022,Netherlands,52.38757537,4.930286227,Loft,Entire home/apt,3,1.0,0.0,3.0,Real Bed,80,2,10,2,within an hour,1.0,13,95.0,9.0,10.0,10.0,10.0,9.0,9.0
17557958,Derk,2014,7/2,3486852,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,52.37418511,4.861270637,Apartment,Entire home/apt,6,1.0,2.0,6.0,Real Bed,130,4,25,1,within a few hours,0.94,28,91.0,10.0,10.0,10.0,10.0,9.0,9.0
17588321,Saskia,2014,7/3,4584315,De Pijp - Rivierenbuurt,Amsterdam,Noord-Holland,1078 GK,Netherlands,52.34870508,4.891750379,Apartment,Entire home/apt,4,1.0,3.0,4.0,Real Bed,200,1,0,2,within a few hours,1.0,1,100.0,10.0,10.0,10.0,10.0,10.0,8.0
17594418,Anne-Marie,2014,7/3,3494249,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074,Netherlands,52.35242726,4.907460329,House,Entire home/apt,4,1.0,2.0,4.0,Real Bed,230,1,0,4,within an hour,0.92,12,92.0,9.0,10.0,10.0,10.0,9.0,9.0
17609577,Carmen,2014,7/3,3924016,De Baarsjes - Oud-West,Amsterdam,North Holland,1056,Netherlands,52.37151947,4.852788601,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,70,1,0,2,within a day,0.75,3,93.0,9.0,8.0,8.0,10.0,9.0,8.0
17610480,Nathalie,2014,7/3,3497617,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073 BW,Netherlands,52.35740959,4.897811423,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,84,1,0,2,within a few hours,1.0,9,93.0,10.0,10.0,10.0,10.0,9.0,9.0
17627963,Anneloes,2014,7/4,3654875,Centrum-West,Amsterdam,North Holland,1015 JK,Netherlands,52.37935829,4.883708256,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,169,4,30,2,within an hour,0.9,34,87.0,9.0,9.0,9.0,9.0,10.0,9.0
17629159,Charlotte,2014,7/4,3501084,Centrum-West,Amsterdam,North Holland,1015,Netherlands,52.38046308,4.886318858,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,170,2,10,2,within a few hours,0.93,10,96.0,10.0,10.0,9.0,10.0,10.0,9.0
17631636,Aryeh,2014,7/4,3515905,Oud-Noord,Amsterdam,North Holland,1032,Netherlands,52.39340767,4.910423051,Boat,Entire home/apt,7,1.0,0.0,6.0,Real Bed,60,2,20,1,a few days or more,0.18,25,86.0,9.0,8.0,9.0,9.0,9.0,9.0
17637796,Renske,2014,7/4,3919832,Zuid,Amsterdam,North Holland,1071 RT,Netherlands,52.35582604,4.881684903,House,Entire home/apt,5,2.0,3.0,4.0,Real Bed,295,3,75,2,within a day,0.93,10,96.0,10.0,10.0,10.0,10.0,10.0,9.0
17655352,Joaquin,2014,7/4,4181900,Bos en Lommer,Amsterdam,North Holland,1061,Netherlands,52.37637705,4.83830846,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,80,1,15,2,within a day,0.59,10,94.0,9.0,10.0,9.0,10.0,9.0,9.0
17674471,Harm,2014,7/5,3510483,Oud-Noord,Amsterdam,North Holland,1033 RA,Netherlands,52.40212784,4.889984948,Boat,Entire home/apt,4,1.0,1.0,3.0,Real Bed,85,2,30,2,within an hour,1.0,27,96.0,10.0,10.0,10.0,10.0,9.0,9.0
17674471,Harm,2014,7/5,3510411,Oud-Noord,Amsterdam,North Holland,1033,Netherlands,52.4015948,4.888258939,Boat,Entire home/apt,3,1.0,1.0,1.0,Real Bed,99,2,35,2,within an hour,1.0,8,98.0,10.0,10.0,10.0,10.0,10.0,10.0
17711481,Anton,2014,7/6,3517600,Centrum-West,Amsterdam,North Holland,1011 EN,Netherlands,52.37569364,4.898740126,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,129,2,0,2,within a day,0.82,8,80.0,9.0,9.0,10.0,10.0,9.0,9.0
17720658,Donna,2014,7/6,3535805,Centrum-West,Amsterdam,North Holland,1013,Netherlands,52.38832232,4.890020725,Other,Private room,2,1.0,1.0,1.0,Real Bed,55,1,20,2,within an hour,1.0,62,89.0,9.0,9.0,9.0,9.0,9.0,9.0
17728329,Faye,2014,7/6,3520841,Oud-Noord,Amsterdam,Noord-Holland,1021 HW,Netherlands,52.38404273,4.914637906,Apartment,Entire home/apt,5,1.0,1.0,3.0,Real Bed,110,1,0,2,within a few hours,1.0,1,80.0,8.0,8.0,8.0,10.0,6.0,8.0
17731823,Jeroen & Moriam,2014,7/6,3521399,Watergraafsmeer,Amsterdam,North Holland,1097 AR,Netherlands,52.350585,4.922866749,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,100,2,30,2,within an hour,1.0,7,92.0,10.0,10.0,10.0,10.0,8.0,8.0
17758354,Bas,2014,7/7,3588453,Slotervaart,Amsterdam,North Holland,1057 PB,Netherlands,52.36591747,4.842048555,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,99,2,50,1,within a few hours,0.85,5,100.0,10.0,10.0,10.0,10.0,9.0,9.0
17761312,Tim,2014,7/7,3528098,De Baarsjes - Oud-West,Amsterdam,North Holland,1053vh,Netherlands,52.36848921,4.871208492,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,90,1,0,2,within a day,0.96,8,93.0,10.0,8.0,9.0,10.0,10.0,9.0
17774973,Sebastiaan,2014,7/7,3530783,Westerpark,Amsterdam,North Holland,1052AG,Netherlands,52.38401386,4.878379151,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,95,1,0,7,within an hour,1.0,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0
17775549,Esther,2014,7/7,3530929,De Aker - Nieuw Sloten,Amsterdam,North Holland,1060 LR,Netherlands,52.34594822,4.790609734,Apartment,Entire home/apt,4,1.0,1.0,4.0,Real Bed,56,1,28,2,within an hour,1.0,3,87.0,9.0,9.0,9.0,9.0,9.0,7.0
17800830,Vincent,2014,7/8,3535268,De Baarsjes - Oud-West,Amsterdam,North Holland,1057,Netherlands,52.37171017,4.857165583,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,80,1,10,1,within a day,0.86,2,100.0,8.0,8.0,10.0,10.0,8.0,10.0
17807965,Eline,2014,7/8,3752889,Westerpark,Amsterdam,North Holland,1013 NJ,Netherlands,52.38841089,4.890221371,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,110,1,0,2,within a day,0.88,2,100.0,9.0,10.0,10.0,10.0,10.0,9.0
17809769,Esther,2014,7/8,3537497,Centrum-West,Amsterdam,North Holland,1016 HA,Netherlands,52.37554212,4.883644525,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,220,1,0,1,within an hour,1.0,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0
17812907,Angelique,2014,7/8,3538236,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072,Netherlands,52.35670006,4.889376319,Apartment,Entire home/apt,4,1.5,0.0,2.0,Real Bed,179,2,25,2,within a few hours,0.89,12,90.0,8.0,9.0,9.0,9.0,10.0,8.0
17818756,Peter,2014,7/8,3539616,Noord-Oost,Amsterdam,North Holland,1026 CH,Netherlands,52.37778853,4.993286408,Bed & Breakfast,Private room,4,1.0,1.0,3.0,Real Bed,85,2,40,2,within a few hours,1.0,3,87.0,7.0,8.0,9.0,9.0,7.0,8.0
17832246,Rosa,2014,7/8,4267768,Centrum-West,Amsterdam,North Holland,1015GN,Netherlands,52.38194961,4.88259063,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,150,4,50,2,within a few hours,0.9,2,80.0,8.0,7.0,9.0,10.0,10.0,8.0
17834634,Louis Nicola,2014,7/8,5013142,Centrum-West,Amsterdam,Noord-Holland,1012 GK,Netherlands,52.37067126,4.894451674,Bed & Breakfast,Private room,2,1.5,1.0,2.0,Real Bed,109,1,0,1,within a few hours,1.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0
17849719,Esther,2014,7/9,3545238,Centrum-West,Amsterdam,North Holland,1013 VL,Netherlands,52.3840668,4.884661731,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,89,1,0,1,within a day,0.6,13,98.0,9.0,10.0,10.0,10.0,9.0,9.0
17859204,Lindsey,2014,7/9,3732526,Westerpark,Amsterdam,North Holland,1051 VE,Netherlands,52.38497898,4.872164275,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,80,2,0,4,within a few hours,1.0,7,89.0,9.0,8.0,9.0,9.0,10.0,9.0
17907521,Roy,2014,7/10,3621625,Westerpark,Amsterdam,North Holland,1051 GX,Netherlands,52.38426859,4.87169648,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,75,0,0,5,within a day,0.6,7,74.0,8.0,7.0,8.0,9.0,8.0,8.0
17908565,Sharon,2014,7/10,3557029,Bos en Lommer,Amsterdam,North Holland,1056,Netherlands,52.37348858,4.848181445,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,125,2,20,2,within an hour,1.0,2,100.0,10.0,10.0,10.0,10.0,9.0,9.0
17921978,Tobias,2014,7/10,4877585,Centrum-West,Amsterdam,Noord-Holland,1015 HN,Netherlands,52.38300006,4.883627206,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,90,1,0,3,within a day,0.5,2,90.0,10.0,10.0,10.0,10.0,10.0,10.0
17926416,Ghazi,2014,7/10,3608501,Bijlmer-Centrum,Amsterdam-Zuidoost,North Holland,1102 TT,Netherlands,52.32169157,4.94374979,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,75,3,25,2,within a few hours,1.0,15,91.0,10.0,10.0,10.0,10.0,8.0,9.0
17927072,Mi,2014,7/10,3560904,Noord-Oost,Amsterdam,North Holland,1024 KM,Netherlands,52.39546708,4.955364287,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,60,1,15,2,within an hour,1.0,21,91.0,9.0,10.0,10.0,9.0,8.0,9.0
17954562,Lois,2014,7/11,3739928,Zuid,Amsterdam,North Holland,1076,Netherlands,52.34504826,4.863719308,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,79,2,25,1,within a day,0.67,8,98.0,10.0,9.0,10.0,10.0,10.0,8.0
17960124,Kirsten,2014,7/11,4200646,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1072HD,Netherlands,52.3529078,4.892679334,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,95,2,20,2,within a day,0.9,24,93.0,10.0,9.0,10.0,10.0,9.0,9.0
17974251,Laurens,2014,7/11,3569989,Bos en Lommer,Amsterdam,North Holland,1056 JP,Netherlands,52.37771916,4.863362886,Apartment,Entire home/apt,5,1.0,4.0,4.0,Real Bed,115,3,25,3,within a few hours,0.9,3,100.0,10.0,10.0,10.0,10.0,9.0,9.0
17991662,Christien,2014,7/12,3572825,Westerpark,Amsterdam,North Holland,1051 NZ,Netherlands,52.38447134,4.866229455,House,Entire home/apt,4,1.0,3.0,4.0,Real Bed,100,1,0,4,within a day,0.57,5,84.0,9.0,8.0,10.0,10.0,9.0,9.0
17991957,Jane,2014,7/12,4432969,Centrum-Oost,Amsterdam,North Holland,1017 CS,Netherlands,52.36571112,4.895397734,Apartment,Entire home/apt,4,2.5,4.0,7.0,Real Bed,240,1,0,7,within an hour,1.0,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0
17991957,Jane,2014,7/12,3572884,Centrum-West,Amsterdam,North Holland,1017 CS,Netherlands,52.3662704,4.894640475,Apartment,Entire home/apt,4,1.5,3.0,6.0,Real Bed,180,1,0,5,within an hour,1.0,4,100.0,10.0,10.0,9.0,9.0,10.0,10.0
17991957,Jane,2014,7/12,4462332,Centrum-West,Amsterdam,North Holland,1017CS,Netherlands,52.36649743,4.89472163,Apartment,Entire home/apt,4,2.5,3.0,6.0,Real Bed,200,1,0,5,within an hour,1.0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0
17992415,Joppe,2014,7/12,3757688,Westerpark,Amsterdam,North Holland,1013,Netherlands,52.38883946,4.879719426,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,315,2,35,2,within an hour,0.6,9,96.0,10.0,9.0,10.0,10.0,10.0,10.0
17992800,Seb,2014,7/12,3573121,Centrum-West,Amsterdam,North Holland,1015 AG,Netherlands,52.37523496,4.889483366,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,300,4,20,3,within a day,0.9,13,87.0,9.0,8.0,9.0,9.0,10.0,9.0
17999408,Roderick,2014,7/12,3574360,Centrum-West,Amsterdam,North Holland,1016 AN,Netherlands,52.37145552,4.887639077,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,119,1,0,2,within a day,0.7,11,93.0,9.0,9.0,9.0,10.0,10.0,9.0
18018636,Jeffrey,2014,7/12,3740845,De Baarsjes - Oud-West,Amsterdam,North Holland,1054,Netherlands,52.36128556,4.863010939,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,60,1,20,1,within an hour,1.0,32,97.0,10.0,10.0,10.0,10.0,9.0,9.0
18031655,Kyra,2014,7/13,3622746,Centrum-West,Amsterdam,North Holland,1012 WL,Netherlands,52.3700772,4.889285785,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,130,1,0,3,within a day,0.91,41,93.0,9.0,10.0,10.0,10.0,10.0,9.0
18034840,Rensmarijn,2014,7/13,3854960,Westerpark,Amsterdam,Noord-Holland,1013PA,Netherlands,52.39016484,4.886657593,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,90,0,0,1,within an hour,0.83,5,92.0,8.0,9.0,9.0,10.0,9.0,8.0
18035876,Merijn,2014,7/13,3858490,De Baarsjes - Oud-West,Amsterdam,North Holland,1054 ZC,Netherlands,52.36014441,4.860636884,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,119,2,59,2,within a day,1.0,2,80.0,8.0,9.0,9.0,9.0,8.0,8.0
18040081,Tom,2014,7/13,3581389,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1073BD,Netherlands,52.35573446,4.894106035,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,115,1,0,2,within a day,1.0,4,95.0,10.0,10.0,10.0,10.0,10.0,9.0
18044433,Thomas,2014,7/13,3582238,Westerpark,Amsterdam,North Holland,1013AX,Netherlands,52.39373446,4.880910565,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,45,1,15,1,within a day,1.0,1,80.0,10.0,10.0,10.0,10.0,8.0,8.0
18052663,Nikos,2014,7/13,5201639,Oud-Oost,Amsterdam,Noord-Holland,1091 CK,Netherlands,52.35637455,4.909941505,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,169,2,50,2,within an hour,1.0,3,100.0,10.0,10.0,10.0,10.0,10.0,9.0
18057100,Jeannine,2014,7/13,4707968,De Baarsjes - Oud-West,Amsterdam,Noord-Holland,1054 JZ,Netherlands,52.35879409,4.860224997,Apartment,Entire home/apt,2,1.0,1.0,2.0,Real Bed,140,1,0,1,within a few hours,1.0,2,100.0,10.0,10.0,8.0,10.0,10.0,10.0
18070926,Janina,2014,7/14,3586614,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074 VA,Netherlands,52.35149338,4.903925024,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,142,1,0,1,within a few hours,0.86,10,98.0,10.0,10.0,10.0,10.0,9.0,10.0
18071947,Lars,2014,7/14,3915084,Oostelijk Havengebied - Indische Buurt,Amsterdam,North Holland,1094,Netherlands,52.3658778,4.933491563,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,125,1,0,1,within a day,0.84,9,98.0,10.0,10.0,10.0,10.0,9.0,10.0
18082177,Mark,2014,7/14,3894575,Bos en Lommer,Amsterdam,North Holland,1055 AR,Netherlands,52.37757998,4.849354721,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,94,1,0,4,within an hour,1.0,9,96.0,10.0,10.0,9.0,9.0,9.0,9.0
18085398,Huib,2014,7/14,3589859,De Pijp - Rivierenbuurt,Amsterdam,North Holland,1074 HV,Netherlands,52.35412181,4.906827023,House,Private room,2,1.0,1.0,2.0,Real Bed,120,2,0,1,within a few hours,1.0,2,60.0,5.0,8.0,6.0,8.0,8.0,7.0
18093421,David,2014,7/14,3591740,Centrum-Oost,Amsterdam,North Holland,1018 SJ,Netherlands,52.37216309,4.931285223,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,89,2,39,2,within a day,0.73,10,88.0,8.0,8.0,10.0,10.0,8.0,9.0
18100056,Carlos,2014,7/14,3592814,Zuid,Amsterdam,North Holland,1072,Netherlands,52.35528933,4.886686567,Apartment,Private room,3,1.0,1.0,3.0,Real Bed,65,2,31,1,within a few hours,1.0,29,88.0,9.0,9.0,9.0,9.0,10.0,9.0
18116214,Eyup,2014,7/14,3595800,De Aker - Nieuw Sloten,Amsterdam,North Holland,1060,Netherlands,52.34706189,4.78379748,House,Private room,2,1.0,1.0,1.0,Real Bed,59,1,9,1,within a few hours,1.0,10,86.0,10.0,9.0,10.0,8.0,8.0,8.0
18125733,Annemarie,2014,7/15,3736378,Bos en Lommer,Amsterdam,North Holland,1055 BP,Netherlands,52.37752227,4.85146996,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,110,1,0,2,within an hour,0.93,12,88.0,10.0,10.0,10.0,10.0,9.0,10.0
18126865,Jeroen,2014,7/15,3597594,Bos en Lommer,Amsterdam,North Holland,1055,Netherlands,52.38527012,4.850850685,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,59,1,0,4,within a few hours,0.95,34,97.0,10.0,9.0,10.0,10.0,9.0,10.0
18127053,Mark,2014,7/15,3650815,Westerpark,Amsterdam,North Holland,1052 LR,Netherlands,52.37791504,4.871066262,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,130,1,0,2,within a few hours,0.71,9,93.0,10.0,9.0,9.0,9.0,9.0,9.0
18133205,Miguel,2014,7/15,4953204,Bos en Lommer,Amsterdam,Noord-Holland,1055,Netherlands,52.38320724,4.84868359,Apartment,Entire home/apt,4,1.5,1.0,2.0,Real Bed,109,1,0,2,within a day,1.0,2,90.0,9.0,9.0,10.0,8.0,9.0,9.0
18136995,Martijn,2014,7/15,3600340,Buitenveldert - Zuidas,Amsterdam,North Holland,1083 AV,Netherlands,52.32450327,4.885269763,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,119,1,0,3,within a day,0.78,7,94.0,10.0,10.0,9.0,10.0,9.0,9.0
18150623,Lotte,2014,7/15,3602487,Centrum-West,Nederland,North Holland,1016HS,Netherlands,52.36818826,4.883897547,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,160,1,0,2,within a day,1.0,4,95.0,10.0,10.0,10.0,10.0,10.0,9.0
18152128,Naomi,2014,7/15,4067262,Centrum-Oost,Amsterdam,North Holland,1018 EX,Netherlands,52.36153273,4.906243854,House,Private room,2,1.0,1.0,1.0,Real Bed,70,1,0,1,within an hour,1.0,3,87.0,8.0,8.0,9.0,9.0,9.0,9.0
18162104,Peter,2014,7/15,5427271,Centrum-West,Amsterdam,Noord-Holland,1016RC,Netherlands,52.37243312,4.878296517,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,135,1,0,3,within a few hours,1.0,1,100.0,8.0,10.0,10.0,10.0,10.0,10.0
